matrix_size,obstacles,all_obstacle_coords,start_x,start_y,end_x,end_y
10,"[{'top_left': (6, 1), 'bottom_right': (8, 3)}, {'top_left': (6, 2), 'bottom_right': (8, 4)}]","[(6, 1), (6, 2), (6, 3), (7, 1), (7, 2), (7, 3), (8, 1), (8, 2), (8, 3), (6, 2), (6, 3), (6, 4), (7, 2), (7, 3), (7, 4), (8, 2), (8, 3), (8, 4)]",1,1,6,9
10,"[{'top_left': (6, 1), 'bottom_right': (8, 3)}, {'top_left': (6, 2), 'bottom_right': (8, 4)}]","[(6, 1), (6, 2), (6, 3), (7, 1), (7, 2), (7, 3), (8, 1), (8, 2), (8, 3), (6, 2), (6, 3), (6, 4), (7, 2), (7, 3), (7, 4), (8, 2), (8, 3), (8, 4)]",2,1,0,5
10,"[{'top_left': (6, 1), 'bottom_right': (8, 3)}, {'top_left': (6, 2), 'bottom_right': (8, 4)}]","[(6, 1), (6, 2), (6, 3), (7, 1), (7, 2), (7, 3), (8, 1), (8, 2), (8, 3), (6, 2), (6, 3), (6, 4), (7, 2), (7, 3), (7, 4), (8, 2), (8, 3), (8, 4)]",3,5,4,2
10,"[{'top_left': (4, 5), 'bottom_right': (6, 7)}, {'top_left': (5, 6), 'bottom_right': (7, 8)}]","[(4, 5), (4, 6), (4, 7), (5, 5), (5, 6), (5, 7), (6, 5), (6, 6), (6, 7), (5, 6), (5, 7), (5, 8), (6, 6), (6, 7), (6, 8), (7, 6), (7, 7), (7, 8)]",8,6,5,0
10,"[{'top_left': (4, 5), 'bottom_right': (6, 7)}, {'top_left': (5, 6), 'bottom_right': (7, 8)}]","[(4, 5), (4, 6), (4, 7), (5, 5), (5, 6), (5, 7), (6, 5), (6, 6), (6, 7), (5, 6), (5, 7), (5, 8), (6, 6), (6, 7), (6, 8), (7, 6), (7, 7), (7, 8)]",9,6,4,2
10,"[{'top_left': (4, 5), 'bottom_right': (6, 7)}, {'top_left': (5, 6), 'bottom_right': (7, 8)}]","[(4, 5), (4, 6), (4, 7), (5, 5), (5, 6), (5, 7), (6, 5), (6, 6), (6, 7), (5, 6), (5, 7), (5, 8), (6, 6), (6, 7), (6, 8), (7, 6), (7, 7), (7, 8)]",4,1,6,3
10,"[{'top_left': (4, 5), 'bottom_right': (6, 7)}, {'top_left': (5, 6), 'bottom_right': (7, 8)}]","[(4, 5), (4, 6), (4, 7), (5, 5), (5, 6), (5, 7), (6, 5), (6, 6), (6, 7), (5, 6), (5, 7), (5, 8), (6, 6), (6, 7), (6, 8), (7, 6), (7, 7), (7, 8)]",9,6,3,3
10,"[{'top_left': (4, 5), 'bottom_right': (6, 7)}, {'top_left': (5, 6), 'bottom_right': (7, 8)}]","[(4, 5), (4, 6), (4, 7), (5, 5), (5, 6), (5, 7), (6, 5), (6, 6), (6, 7), (5, 6), (5, 7), (5, 8), (6, 6), (6, 7), (6, 8), (7, 6), (7, 7), (7, 8)]",5,2,2,7
10,"[{'top_left': (7, 1), 'bottom_right': (9, 3)}, {'top_left': (6, 1), 'bottom_right': (8, 3)}]","[(7, 1), (7, 2), (7, 3), (8, 1), (8, 2), (8, 3), (9, 1), (9, 2), (9, 3), (6, 1), (6, 2), (6, 3), (7, 1), (7, 2), (7, 3), (8, 1), (8, 2), (8, 3)]",7,4,0,2
10,"[{'top_left': (7, 1), 'bottom_right': (9, 3)}, {'top_left': (6, 1), 'bottom_right': (8, 3)}]","[(7, 1), (7, 2), (7, 3), (8, 1), (8, 2), (8, 3), (9, 1), (9, 2), (9, 3), (6, 1), (6, 2), (6, 3), (7, 1), (7, 2), (7, 3), (8, 1), (8, 2), (8, 3)]",5,6,0,6
10,"[{'top_left': (7, 1), 'bottom_right': (9, 3)}, {'top_left': (6, 1), 'bottom_right': (8, 3)}]","[(7, 1), (7, 2), (7, 3), (8, 1), (8, 2), (8, 3), (9, 1), (9, 2), (9, 3), (6, 1), (6, 2), (6, 3), (7, 1), (7, 2), (7, 3), (8, 1), (8, 2), (8, 3)]",5,3,8,7
10,"[{'top_left': (7, 1), 'bottom_right': (9, 3)}, {'top_left': (6, 1), 'bottom_right': (8, 3)}]","[(7, 1), (7, 2), (7, 3), (8, 1), (8, 2), (8, 3), (9, 1), (9, 2), (9, 3), (6, 1), (6, 2), (6, 3), (7, 1), (7, 2), (7, 3), (8, 1), (8, 2), (8, 3)]",6,5,1,0
10,"[{'top_left': (7, 1), 'bottom_right': (9, 3)}, {'top_left': (6, 1), 'bottom_right': (8, 3)}]","[(7, 1), (7, 2), (7, 3), (8, 1), (8, 2), (8, 3), (9, 1), (9, 2), (9, 3), (6, 1), (6, 2), (6, 3), (7, 1), (7, 2), (7, 3), (8, 1), (8, 2), (8, 3)]",0,8,5,7
10,"[{'top_left': (2, 6), 'bottom_right': (4, 8)}, {'top_left': (4, 7), 'bottom_right': (6, 9)}]","[(2, 6), (2, 7), (2, 8), (3, 6), (3, 7), (3, 8), (4, 6), (4, 7), (4, 8), (4, 7), (4, 8), (4, 9), (5, 7), (5, 8), (5, 9), (6, 7), (6, 8), (6, 9)]",4,5,2,5
10,"[{'top_left': (2, 6), 'bottom_right': (4, 8)}, {'top_left': (4, 7), 'bottom_right': (6, 9)}]","[(2, 6), (2, 7), (2, 8), (3, 6), (3, 7), (3, 8), (4, 6), (4, 7), (4, 8), (4, 7), (4, 8), (4, 9), (5, 7), (5, 8), (5, 9), (6, 7), (6, 8), (6, 9)]",1,3,8,2
10,"[{'top_left': (2, 6), 'bottom_right': (4, 8)}, {'top_left': (4, 7), 'bottom_right': (6, 9)}]","[(2, 6), (2, 7), (2, 8), (3, 6), (3, 7), (3, 8), (4, 6), (4, 7), (4, 8), (4, 7), (4, 8), (4, 9), (5, 7), (5, 8), (5, 9), (6, 7), (6, 8), (6, 9)]",6,1,3,3
10,"[{'top_left': (2, 6), 'bottom_right': (4, 8)}, {'top_left': (4, 7), 'bottom_right': (6, 9)}]","[(2, 6), (2, 7), (2, 8), (3, 6), (3, 7), (3, 8), (4, 6), (4, 7), (4, 8), (4, 7), (4, 8), (4, 9), (5, 7), (5, 8), (5, 9), (6, 7), (6, 8), (6, 9)]",9,5,8,5
10,"[{'top_left': (2, 6), 'bottom_right': (4, 8)}, {'top_left': (4, 7), 'bottom_right': (6, 9)}]","[(2, 6), (2, 7), (2, 8), (3, 6), (3, 7), (3, 8), (4, 6), (4, 7), (4, 8), (4, 7), (4, 8), (4, 9), (5, 7), (5, 8), (5, 9), (6, 7), (6, 8), (6, 9)]",5,4,7,7
10,"[{'top_left': (2, 5), 'bottom_right': (4, 7)}, {'top_left': (1, 7), 'bottom_right': (3, 9)}]","[(2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (1, 7), (1, 8), (1, 9), (2, 7), (2, 8), (2, 9), (3, 7), (3, 8), (3, 9)]",4,0,7,0
10,"[{'top_left': (2, 5), 'bottom_right': (4, 7)}, {'top_left': (1, 7), 'bottom_right': (3, 9)}]","[(2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (1, 7), (1, 8), (1, 9), (2, 7), (2, 8), (2, 9), (3, 7), (3, 8), (3, 9)]",7,8,9,1
10,"[{'top_left': (2, 5), 'bottom_right': (4, 7)}, {'top_left': (1, 7), 'bottom_right': (3, 9)}]","[(2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (1, 7), (1, 8), (1, 9), (2, 7), (2, 8), (2, 9), (3, 7), (3, 8), (3, 9)]",4,3,8,0
10,"[{'top_left': (2, 5), 'bottom_right': (4, 7)}, {'top_left': (1, 7), 'bottom_right': (3, 9)}]","[(2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (1, 7), (1, 8), (1, 9), (2, 7), (2, 8), (2, 9), (3, 7), (3, 8), (3, 9)]",7,7,8,7
10,"[{'top_left': (2, 5), 'bottom_right': (4, 7)}, {'top_left': (1, 7), 'bottom_right': (3, 9)}]","[(2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (1, 7), (1, 8), (1, 9), (2, 7), (2, 8), (2, 9), (3, 7), (3, 8), (3, 9)]",9,4,8,6
20,"[{'top_left': (16, 11), 'bottom_right': (19, 14)}, {'top_left': (2, 12), 'bottom_right': (5, 15)}, {'top_left': (6, 12), 'bottom_right': (9, 15)}]","[(16, 11), (16, 12), (16, 13), (16, 14), (17, 11), (17, 12), (17, 13), (17, 14), (18, 11), (18, 12), (18, 13), (18, 14), (19, 11), (19, 12), (19, 13), (19, 14), (2, 12), (2, 13), (2, 14), (2, 15), (3, 12), (3, 13), (3, 14), (3, 15), (4, 12), (4, 13), (4, 14), (4, 15), (5, 12), (5, 13), (5, 14), (5, 15), (6, 12), (6, 13), (6, 14), (6, 15), (7, 12), (7, 13), (7, 14), (7, 15), (8, 12), (8, 13), (8, 14), (8, 15), (9, 12), (9, 13), (9, 14), (9, 15)]",3,16,15,11
20,"[{'top_left': (16, 11), 'bottom_right': (19, 14)}, {'top_left': (2, 12), 'bottom_right': (5, 15)}, {'top_left': (6, 12), 'bottom_right': (9, 15)}]","[(16, 11), (16, 12), (16, 13), (16, 14), (17, 11), (17, 12), (17, 13), (17, 14), (18, 11), (18, 12), (18, 13), (18, 14), (19, 11), (19, 12), (19, 13), (19, 14), (2, 12), (2, 13), (2, 14), (2, 15), (3, 12), (3, 13), (3, 14), (3, 15), (4, 12), (4, 13), (4, 14), (4, 15), (5, 12), (5, 13), (5, 14), (5, 15), (6, 12), (6, 13), (6, 14), (6, 15), (7, 12), (7, 13), (7, 14), (7, 15), (8, 12), (8, 13), (8, 14), (8, 15), (9, 12), (9, 13), (9, 14), (9, 15)]",16,19,5,5
20,"[{'top_left': (16, 11), 'bottom_right': (19, 14)}, {'top_left': (2, 12), 'bottom_right': (5, 15)}, {'top_left': (6, 12), 'bottom_right': (9, 15)}]","[(16, 11), (16, 12), (16, 13), (16, 14), (17, 11), (17, 12), (17, 13), (17, 14), (18, 11), (18, 12), (18, 13), (18, 14), (19, 11), (19, 12), (19, 13), (19, 14), (2, 12), (2, 13), (2, 14), (2, 15), (3, 12), (3, 13), (3, 14), (3, 15), (4, 12), (4, 13), (4, 14), (4, 15), (5, 12), (5, 13), (5, 14), (5, 15), (6, 12), (6, 13), (6, 14), (6, 15), (7, 12), (7, 13), (7, 14), (7, 15), (8, 12), (8, 13), (8, 14), (8, 15), (9, 12), (9, 13), (9, 14), (9, 15)]",13,18,16,17
20,"[{'top_left': (16, 11), 'bottom_right': (19, 14)}, {'top_left': (2, 12), 'bottom_right': (5, 15)}, {'top_left': (6, 12), 'bottom_right': (9, 15)}]","[(16, 11), (16, 12), (16, 13), (16, 14), (17, 11), (17, 12), (17, 13), (17, 14), (18, 11), (18, 12), (18, 13), (18, 14), (19, 11), (19, 12), (19, 13), (19, 14), (2, 12), (2, 13), (2, 14), (2, 15), (3, 12), (3, 13), (3, 14), (3, 15), (4, 12), (4, 13), (4, 14), (4, 15), (5, 12), (5, 13), (5, 14), (5, 15), (6, 12), (6, 13), (6, 14), (6, 15), (7, 12), (7, 13), (7, 14), (7, 15), (8, 12), (8, 13), (8, 14), (8, 15), (9, 12), (9, 13), (9, 14), (9, 15)]",4,3,11,3
20,"[{'top_left': (16, 11), 'bottom_right': (19, 14)}, {'top_left': (2, 12), 'bottom_right': (5, 15)}, {'top_left': (6, 12), 'bottom_right': (9, 15)}]","[(16, 11), (16, 12), (16, 13), (16, 14), (17, 11), (17, 12), (17, 13), (17, 14), (18, 11), (18, 12), (18, 13), (18, 14), (19, 11), (19, 12), (19, 13), (19, 14), (2, 12), (2, 13), (2, 14), (2, 15), (3, 12), (3, 13), (3, 14), (3, 15), (4, 12), (4, 13), (4, 14), (4, 15), (5, 12), (5, 13), (5, 14), (5, 15), (6, 12), (6, 13), (6, 14), (6, 15), (7, 12), (7, 13), (7, 14), (7, 15), (8, 12), (8, 13), (8, 14), (8, 15), (9, 12), (9, 13), (9, 14), (9, 15)]",17,3,14,8
20,"[{'top_left': (11, 1), 'bottom_right': (14, 4)}, {'top_left': (13, 8), 'bottom_right': (16, 11)}, {'top_left': (6, 5), 'bottom_right': (9, 8)}]","[(11, 1), (11, 2), (11, 3), (11, 4), (12, 1), (12, 2), (12, 3), (12, 4), (13, 1), (13, 2), (13, 3), (13, 4), (14, 1), (14, 2), (14, 3), (14, 4), (13, 8), (13, 9), (13, 10), (13, 11), (14, 8), (14, 9), (14, 10), (14, 11), (15, 8), (15, 9), (15, 10), (15, 11), (16, 8), (16, 9), (16, 10), (16, 11), (6, 5), (6, 6), (6, 7), (6, 8), (7, 5), (7, 6), (7, 7), (7, 8), (8, 5), (8, 6), (8, 7), (8, 8), (9, 5), (9, 6), (9, 7), (9, 8)]",9,4,10,9
20,"[{'top_left': (11, 1), 'bottom_right': (14, 4)}, {'top_left': (13, 8), 'bottom_right': (16, 11)}, {'top_left': (6, 5), 'bottom_right': (9, 8)}]","[(11, 1), (11, 2), (11, 3), (11, 4), (12, 1), (12, 2), (12, 3), (12, 4), (13, 1), (13, 2), (13, 3), (13, 4), (14, 1), (14, 2), (14, 3), (14, 4), (13, 8), (13, 9), (13, 10), (13, 11), (14, 8), (14, 9), (14, 10), (14, 11), (15, 8), (15, 9), (15, 10), (15, 11), (16, 8), (16, 9), (16, 10), (16, 11), (6, 5), (6, 6), (6, 7), (6, 8), (7, 5), (7, 6), (7, 7), (7, 8), (8, 5), (8, 6), (8, 7), (8, 8), (9, 5), (9, 6), (9, 7), (9, 8)]",5,7,1,12
20,"[{'top_left': (11, 1), 'bottom_right': (14, 4)}, {'top_left': (13, 8), 'bottom_right': (16, 11)}, {'top_left': (6, 5), 'bottom_right': (9, 8)}]","[(11, 1), (11, 2), (11, 3), (11, 4), (12, 1), (12, 2), (12, 3), (12, 4), (13, 1), (13, 2), (13, 3), (13, 4), (14, 1), (14, 2), (14, 3), (14, 4), (13, 8), (13, 9), (13, 10), (13, 11), (14, 8), (14, 9), (14, 10), (14, 11), (15, 8), (15, 9), (15, 10), (15, 11), (16, 8), (16, 9), (16, 10), (16, 11), (6, 5), (6, 6), (6, 7), (6, 8), (7, 5), (7, 6), (7, 7), (7, 8), (8, 5), (8, 6), (8, 7), (8, 8), (9, 5), (9, 6), (9, 7), (9, 8)]",10,9,1,1
20,"[{'top_left': (11, 1), 'bottom_right': (14, 4)}, {'top_left': (13, 8), 'bottom_right': (16, 11)}, {'top_left': (6, 5), 'bottom_right': (9, 8)}]","[(11, 1), (11, 2), (11, 3), (11, 4), (12, 1), (12, 2), (12, 3), (12, 4), (13, 1), (13, 2), (13, 3), (13, 4), (14, 1), (14, 2), (14, 3), (14, 4), (13, 8), (13, 9), (13, 10), (13, 11), (14, 8), (14, 9), (14, 10), (14, 11), (15, 8), (15, 9), (15, 10), (15, 11), (16, 8), (16, 9), (16, 10), (16, 11), (6, 5), (6, 6), (6, 7), (6, 8), (7, 5), (7, 6), (7, 7), (7, 8), (8, 5), (8, 6), (8, 7), (8, 8), (9, 5), (9, 6), (9, 7), (9, 8)]",4,5,19,11
20,"[{'top_left': (11, 1), 'bottom_right': (14, 4)}, {'top_left': (13, 8), 'bottom_right': (16, 11)}, {'top_left': (6, 5), 'bottom_right': (9, 8)}]","[(11, 1), (11, 2), (11, 3), (11, 4), (12, 1), (12, 2), (12, 3), (12, 4), (13, 1), (13, 2), (13, 3), (13, 4), (14, 1), (14, 2), (14, 3), (14, 4), (13, 8), (13, 9), (13, 10), (13, 11), (14, 8), (14, 9), (14, 10), (14, 11), (15, 8), (15, 9), (15, 10), (15, 11), (16, 8), (16, 9), (16, 10), (16, 11), (6, 5), (6, 6), (6, 7), (6, 8), (7, 5), (7, 6), (7, 7), (7, 8), (8, 5), (8, 6), (8, 7), (8, 8), (9, 5), (9, 6), (9, 7), (9, 8)]",2,6,13,0
20,"[{'top_left': (1, 6), 'bottom_right': (4, 9)}, {'top_left': (2, 5), 'bottom_right': (5, 8)}, {'top_left': (13, 16), 'bottom_right': (16, 19)}]","[(1, 6), (1, 7), (1, 8), (1, 9), (2, 6), (2, 7), (2, 8), (2, 9), (3, 6), (3, 7), (3, 8), (3, 9), (4, 6), (4, 7), (4, 8), (4, 9), (2, 5), (2, 6), (2, 7), (2, 8), (3, 5), (3, 6), (3, 7), (3, 8), (4, 5), (4, 6), (4, 7), (4, 8), (5, 5), (5, 6), (5, 7), (5, 8), (13, 16), (13, 17), (13, 18), (13, 19), (14, 16), (14, 17), (14, 18), (14, 19), (15, 16), (15, 17), (15, 18), (15, 19), (16, 16), (16, 17), (16, 18), (16, 19)]",5,14,18,1
20,"[{'top_left': (1, 6), 'bottom_right': (4, 9)}, {'top_left': (2, 5), 'bottom_right': (5, 8)}, {'top_left': (13, 16), 'bottom_right': (16, 19)}]","[(1, 6), (1, 7), (1, 8), (1, 9), (2, 6), (2, 7), (2, 8), (2, 9), (3, 6), (3, 7), (3, 8), (3, 9), (4, 6), (4, 7), (4, 8), (4, 9), (2, 5), (2, 6), (2, 7), (2, 8), (3, 5), (3, 6), (3, 7), (3, 8), (4, 5), (4, 6), (4, 7), (4, 8), (5, 5), (5, 6), (5, 7), (5, 8), (13, 16), (13, 17), (13, 18), (13, 19), (14, 16), (14, 17), (14, 18), (14, 19), (15, 16), (15, 17), (15, 18), (15, 19), (16, 16), (16, 17), (16, 18), (16, 19)]",3,16,3,0
20,"[{'top_left': (1, 6), 'bottom_right': (4, 9)}, {'top_left': (2, 5), 'bottom_right': (5, 8)}, {'top_left': (13, 16), 'bottom_right': (16, 19)}]","[(1, 6), (1, 7), (1, 8), (1, 9), (2, 6), (2, 7), (2, 8), (2, 9), (3, 6), (3, 7), (3, 8), (3, 9), (4, 6), (4, 7), (4, 8), (4, 9), (2, 5), (2, 6), (2, 7), (2, 8), (3, 5), (3, 6), (3, 7), (3, 8), (4, 5), (4, 6), (4, 7), (4, 8), (5, 5), (5, 6), (5, 7), (5, 8), (13, 16), (13, 17), (13, 18), (13, 19), (14, 16), (14, 17), (14, 18), (14, 19), (15, 16), (15, 17), (15, 18), (15, 19), (16, 16), (16, 17), (16, 18), (16, 19)]",19,7,5,9
20,"[{'top_left': (1, 6), 'bottom_right': (4, 9)}, {'top_left': (2, 5), 'bottom_right': (5, 8)}, {'top_left': (13, 16), 'bottom_right': (16, 19)}]","[(1, 6), (1, 7), (1, 8), (1, 9), (2, 6), (2, 7), (2, 8), (2, 9), (3, 6), (3, 7), (3, 8), (3, 9), (4, 6), (4, 7), (4, 8), (4, 9), (2, 5), (2, 6), (2, 7), (2, 8), (3, 5), (3, 6), (3, 7), (3, 8), (4, 5), (4, 6), (4, 7), (4, 8), (5, 5), (5, 6), (5, 7), (5, 8), (13, 16), (13, 17), (13, 18), (13, 19), (14, 16), (14, 17), (14, 18), (14, 19), (15, 16), (15, 17), (15, 18), (15, 19), (16, 16), (16, 17), (16, 18), (16, 19)]",1,2,12,1
20,"[{'top_left': (1, 6), 'bottom_right': (4, 9)}, {'top_left': (2, 5), 'bottom_right': (5, 8)}, {'top_left': (13, 16), 'bottom_right': (16, 19)}]","[(1, 6), (1, 7), (1, 8), (1, 9), (2, 6), (2, 7), (2, 8), (2, 9), (3, 6), (3, 7), (3, 8), (3, 9), (4, 6), (4, 7), (4, 8), (4, 9), (2, 5), (2, 6), (2, 7), (2, 8), (3, 5), (3, 6), (3, 7), (3, 8), (4, 5), (4, 6), (4, 7), (4, 8), (5, 5), (5, 6), (5, 7), (5, 8), (13, 16), (13, 17), (13, 18), (13, 19), (14, 16), (14, 17), (14, 18), (14, 19), (15, 16), (15, 17), (15, 18), (15, 19), (16, 16), (16, 17), (16, 18), (16, 19)]",13,9,12,6
20,"[{'top_left': (5, 10), 'bottom_right': (8, 13)}, {'top_left': (4, 6), 'bottom_right': (7, 9)}, {'top_left': (6, 13), 'bottom_right': (9, 16)}]","[(5, 10), (5, 11), (5, 12), (5, 13), (6, 10), (6, 11), (6, 12), (6, 13), (7, 10), (7, 11), (7, 12), (7, 13), (8, 10), (8, 11), (8, 12), (8, 13), (4, 6), (4, 7), (4, 8), (4, 9), (5, 6), (5, 7), (5, 8), (5, 9), (6, 6), (6, 7), (6, 8), (6, 9), (7, 6), (7, 7), (7, 8), (7, 9), (6, 13), (6, 14), (6, 15), (6, 16), (7, 13), (7, 14), (7, 15), (7, 16), (8, 13), (8, 14), (8, 15), (8, 16), (9, 13), (9, 14), (9, 15), (9, 16)]",17,1,0,11
20,"[{'top_left': (5, 10), 'bottom_right': (8, 13)}, {'top_left': (4, 6), 'bottom_right': (7, 9)}, {'top_left': (6, 13), 'bottom_right': (9, 16)}]","[(5, 10), (5, 11), (5, 12), (5, 13), (6, 10), (6, 11), (6, 12), (6, 13), (7, 10), (7, 11), (7, 12), (7, 13), (8, 10), (8, 11), (8, 12), (8, 13), (4, 6), (4, 7), (4, 8), (4, 9), (5, 6), (5, 7), (5, 8), (5, 9), (6, 6), (6, 7), (6, 8), (6, 9), (7, 6), (7, 7), (7, 8), (7, 9), (6, 13), (6, 14), (6, 15), (6, 16), (7, 13), (7, 14), (7, 15), (7, 16), (8, 13), (8, 14), (8, 15), (8, 16), (9, 13), (9, 14), (9, 15), (9, 16)]",4,0,4,1
20,"[{'top_left': (5, 10), 'bottom_right': (8, 13)}, {'top_left': (4, 6), 'bottom_right': (7, 9)}, {'top_left': (6, 13), 'bottom_right': (9, 16)}]","[(5, 10), (5, 11), (5, 12), (5, 13), (6, 10), (6, 11), (6, 12), (6, 13), (7, 10), (7, 11), (7, 12), (7, 13), (8, 10), (8, 11), (8, 12), (8, 13), (4, 6), (4, 7), (4, 8), (4, 9), (5, 6), (5, 7), (5, 8), (5, 9), (6, 6), (6, 7), (6, 8), (6, 9), (7, 6), (7, 7), (7, 8), (7, 9), (6, 13), (6, 14), (6, 15), (6, 16), (7, 13), (7, 14), (7, 15), (7, 16), (8, 13), (8, 14), (8, 15), (8, 16), (9, 13), (9, 14), (9, 15), (9, 16)]",2,1,15,16
20,"[{'top_left': (5, 10), 'bottom_right': (8, 13)}, {'top_left': (4, 6), 'bottom_right': (7, 9)}, {'top_left': (6, 13), 'bottom_right': (9, 16)}]","[(5, 10), (5, 11), (5, 12), (5, 13), (6, 10), (6, 11), (6, 12), (6, 13), (7, 10), (7, 11), (7, 12), (7, 13), (8, 10), (8, 11), (8, 12), (8, 13), (4, 6), (4, 7), (4, 8), (4, 9), (5, 6), (5, 7), (5, 8), (5, 9), (6, 6), (6, 7), (6, 8), (6, 9), (7, 6), (7, 7), (7, 8), (7, 9), (6, 13), (6, 14), (6, 15), (6, 16), (7, 13), (7, 14), (7, 15), (7, 16), (8, 13), (8, 14), (8, 15), (8, 16), (9, 13), (9, 14), (9, 15), (9, 16)]",2,11,2,16
20,"[{'top_left': (5, 10), 'bottom_right': (8, 13)}, {'top_left': (4, 6), 'bottom_right': (7, 9)}, {'top_left': (6, 13), 'bottom_right': (9, 16)}]","[(5, 10), (5, 11), (5, 12), (5, 13), (6, 10), (6, 11), (6, 12), (6, 13), (7, 10), (7, 11), (7, 12), (7, 13), (8, 10), (8, 11), (8, 12), (8, 13), (4, 6), (4, 7), (4, 8), (4, 9), (5, 6), (5, 7), (5, 8), (5, 9), (6, 6), (6, 7), (6, 8), (6, 9), (7, 6), (7, 7), (7, 8), (7, 9), (6, 13), (6, 14), (6, 15), (6, 16), (7, 13), (7, 14), (7, 15), (7, 16), (8, 13), (8, 14), (8, 15), (8, 16), (9, 13), (9, 14), (9, 15), (9, 16)]",13,3,13,10
20,"[{'top_left': (12, 4), 'bottom_right': (15, 7)}, {'top_left': (16, 0), 'bottom_right': (19, 3)}, {'top_left': (5, 15), 'bottom_right': (8, 18)}]","[(12, 4), (12, 5), (12, 6), (12, 7), (13, 4), (13, 5), (13, 6), (13, 7), (14, 4), (14, 5), (14, 6), (14, 7), (15, 4), (15, 5), (15, 6), (15, 7), (16, 0), (16, 1), (16, 2), (16, 3), (17, 0), (17, 1), (17, 2), (17, 3), (18, 0), (18, 1), (18, 2), (18, 3), (19, 0), (19, 1), (19, 2), (19, 3), (5, 15), (5, 16), (5, 17), (5, 18), (6, 15), (6, 16), (6, 17), (6, 18), (7, 15), (7, 16), (7, 17), (7, 18), (8, 15), (8, 16), (8, 17), (8, 18)]",0,11,9,8
20,"[{'top_left': (12, 4), 'bottom_right': (15, 7)}, {'top_left': (16, 0), 'bottom_right': (19, 3)}, {'top_left': (5, 15), 'bottom_right': (8, 18)}]","[(12, 4), (12, 5), (12, 6), (12, 7), (13, 4), (13, 5), (13, 6), (13, 7), (14, 4), (14, 5), (14, 6), (14, 7), (15, 4), (15, 5), (15, 6), (15, 7), (16, 0), (16, 1), (16, 2), (16, 3), (17, 0), (17, 1), (17, 2), (17, 3), (18, 0), (18, 1), (18, 2), (18, 3), (19, 0), (19, 1), (19, 2), (19, 3), (5, 15), (5, 16), (5, 17), (5, 18), (6, 15), (6, 16), (6, 17), (6, 18), (7, 15), (7, 16), (7, 17), (7, 18), (8, 15), (8, 16), (8, 17), (8, 18)]",12,1,18,19
20,"[{'top_left': (12, 4), 'bottom_right': (15, 7)}, {'top_left': (16, 0), 'bottom_right': (19, 3)}, {'top_left': (5, 15), 'bottom_right': (8, 18)}]","[(12, 4), (12, 5), (12, 6), (12, 7), (13, 4), (13, 5), (13, 6), (13, 7), (14, 4), (14, 5), (14, 6), (14, 7), (15, 4), (15, 5), (15, 6), (15, 7), (16, 0), (16, 1), (16, 2), (16, 3), (17, 0), (17, 1), (17, 2), (17, 3), (18, 0), (18, 1), (18, 2), (18, 3), (19, 0), (19, 1), (19, 2), (19, 3), (5, 15), (5, 16), (5, 17), (5, 18), (6, 15), (6, 16), (6, 17), (6, 18), (7, 15), (7, 16), (7, 17), (7, 18), (8, 15), (8, 16), (8, 17), (8, 18)]",15,14,13,1
20,"[{'top_left': (12, 4), 'bottom_right': (15, 7)}, {'top_left': (16, 0), 'bottom_right': (19, 3)}, {'top_left': (5, 15), 'bottom_right': (8, 18)}]","[(12, 4), (12, 5), (12, 6), (12, 7), (13, 4), (13, 5), (13, 6), (13, 7), (14, 4), (14, 5), (14, 6), (14, 7), (15, 4), (15, 5), (15, 6), (15, 7), (16, 0), (16, 1), (16, 2), (16, 3), (17, 0), (17, 1), (17, 2), (17, 3), (18, 0), (18, 1), (18, 2), (18, 3), (19, 0), (19, 1), (19, 2), (19, 3), (5, 15), (5, 16), (5, 17), (5, 18), (6, 15), (6, 16), (6, 17), (6, 18), (7, 15), (7, 16), (7, 17), (7, 18), (8, 15), (8, 16), (8, 17), (8, 18)]",16,16,4,7
20,"[{'top_left': (12, 4), 'bottom_right': (15, 7)}, {'top_left': (16, 0), 'bottom_right': (19, 3)}, {'top_left': (5, 15), 'bottom_right': (8, 18)}]","[(12, 4), (12, 5), (12, 6), (12, 7), (13, 4), (13, 5), (13, 6), (13, 7), (14, 4), (14, 5), (14, 6), (14, 7), (15, 4), (15, 5), (15, 6), (15, 7), (16, 0), (16, 1), (16, 2), (16, 3), (17, 0), (17, 1), (17, 2), (17, 3), (18, 0), (18, 1), (18, 2), (18, 3), (19, 0), (19, 1), (19, 2), (19, 3), (5, 15), (5, 16), (5, 17), (5, 18), (6, 15), (6, 16), (6, 17), (6, 18), (7, 15), (7, 16), (7, 17), (7, 18), (8, 15), (8, 16), (8, 17), (8, 18)]",1,11,12,15
